lich_su_id,user_id,book_id,ngay_bat_dau,ngay_ket_thuc,rating_user,review_text,trang_thai,phan_tram_hoan_thanh,sentiment,reading_id,so_trang_doc,thoi_gian_doc_phut,ten_sach,tac_gia,the_loai,so_trang,loai_sach,rating_book,nam_xuat_ban,quoc_gia,gia_sach,price_range,rating_level,ho_ten,email,gioi_tinh,ngay_sinh,thanh_pho,ngay_dang_ky,diem_danh_gia_trung_binh,so_luong_sach_da_mua_x,tuoi,age_group,so_luong_sach_da_mua_y,so_luong_sach_da_mua
3544.0,379,56,2025-11-29 00:00:00,2025-12-12,1.0,Bình thường,Đang đọc,77.0,Negative,6200.0,164.0,277.0,The Power of Habit,Victor Hugo,Fantasy,214,Truyện chữ,4.4,2010,France,197000,Medium,Good,Hồ Phúc,hophuc36@gmail.com,Nữ,2002-11-16 00:00:00,Cần Thơ,2024-11-01,3.8,29.0,24.0,18-25,12.0,12.0
3545.0,379,70,2024-12-18 00:00:00,2025-01-06,2.0,Ổn áp,Đang đọc,58.0,Negative,6201.0,477.0,1224.0,Quản Lý Dòng Tiền,Dan Brown,Fantasy,824,Truyện chữ,3.2,2015,USA,276000,High,Low,Hồ Phúc,hophuc36@gmail.com,Nữ,2002-11-16 00:00:00,Cần Thơ,2024-11-01,3.8,29.0,24.0,18-25,12.0,12.0
3546.0,379,97,2025-03-24 00:00:00,2025-04-04,5.0,Tuyệt vời,Đã đọc xong,97.0,Positive,6202.0,317.0,525.0,Mắt Biếc,Nam Cao,Business,327,Truyện tranh,4.1,2016,Vietnam,305000,High,Good,Hồ Phúc,hophuc36@gmail.com,Nữ,2002-11-16 00:00:00,Cần Thơ,2024-11-01,3.8,29.0,24.0,18-25,12.0,12.0
3547.0,379,30,2024-12-10 00:00:00,2024-12-22,5.0,Đáng đọc,Đã đọc xong,98.0,Positive,6203.0,335.0,880.0,Big Little Lies,J.K. Rowling,History,342,Truyện chữ,4.9,2024,UK,90000,Low,Excellent,Hồ Phúc,hophuc36@gmail.com,Nữ,2002-11-16 00:00:00,Cần Thơ,2024-11-01,3.8,29.0,24.0,18-25,12.0,12.0
3548.0,379,26,2025-02-25 00:00:00,2025-03-20,1.0,Hơi khó đọc,Bỏ dở,8.0,Negative,6204.0,68.0,156.0,Sherlock Holmes,J.K. Rowling,Literature,860,Truyện chữ,3.8,2011,UK,344000,High,Average,Hồ Phúc,hophuc36@gmail.com,Nữ,2002-11-16 00:00:00,Cần Thơ,2024-11-01,3.8,29.0,24.0,18-25,12.0,12.0
3549.0,379,47,2025-06-16 00:00:00,2025-06-22,5.0,Đáng đọc,Đã đọc xong,98.0,Positive,6205.0,262.0,685.0,Ba Chàng Lính Ngự Lâm,Ngô Tất Tố,Self-help,268,Truyện chữ,4.7,2024,Vietnam,85000,Low,Excellent,Hồ Phúc,hophuc36@gmail.com,Nữ,2002-11-16 00:00:00,Cần Thơ,2024-11-01,3.8,29.0,24.0,18-25,12.0,12.0
3550.0,379,49,2025-08-26 00:00:00,2025-09-18,4.0,Hay hơn mong đợi,Đang đọc,75.0,Positive,6206.0,589.0,1358.0,Madame Bovary,Dan Brown,Literature,786,Truyện chữ,4.8,2011,USA,260000,High,Excellent,Hồ Phúc,hophuc36@gmail.com,Nữ,2002-11-16 00:00:00,Cần Thơ,2024-11-01,3.8,29.0,24.0,18-25,12.0,12.0
3551.0,379,92,2025-01-12 00:00:00,2025-01-22,3.0,Có vài điểm hay,Bỏ dở,24.0,Negative,6207.0,194.0,415.0,The Goal,Stephen King,Business,812,Truyện tranh,3.9,2018,USA,105000,Low,Average,Hồ Phúc,hophuc36@gmail.com,Nữ,2002-11-16 00:00:00,Cần Thơ,2024-11-01,3.8,29.0,24.0,18-25,12.0,12.0
3552.0,379,61,2025-03-30 00:00:00,2025-04-10,5.0,Nội dung sâu sắc,Đang đọc,50.0,Positive,6208.0,113.0,173.0,Dế Mèn Phiêu Lưu Ký,Tô Hoài,Business,226,Truyện chữ,3.8,2015,Vietnam,106000,Low,Average,Hồ Phúc,hophuc36@gmail.com,Nữ,2002-11-16 00:00:00,Cần Thơ,2024-11-01,3.8,29.0,24.0,18-25,12.0,12.0
3553.0,379,2,2025-11-25 00:00:00,2025-12-05,4.0,Nội dung sâu sắc,Chưa bắt đầu,6.0,Positive,6209.0,44.0,119.0,Nhà Giả Kim,Paulo Coelho,Literature,748,Truyện chữ,3.2,2020,Brazil,228000,Medium,Low,Hồ Phúc,hophuc36@gmail.com,Nữ,2002-11-16 00:00:00,Cần Thơ,2024-11-01,3.8,29.0,24.0,18-25,12.0,12.0
3554.0,380,62,2024-09-22 00:00:00,2024-10-10,4.0,Tuyệt vời,Đã đọc xong,98.0,Positive,6210.0,655.0,1835.0,Tắt Đèn,J.K. Rowling,Manga,669,Truyện tranh,3.6,2020,Japan,291000,High,Average,Trần Tâm,trantam27@gmail.com,Nam,2000-04-10 00:00:00,HCM,2022-12-09,3.1,15.0,26.0,25-35,3.0,3.0
3555.0,380,33,2024-12-05 00:00:00,2024-12-26,4.0,Cực kỳ cuốn hút,Chưa bắt đầu,5.0,Positive,6211.0,40.0,96.0,Freakonomics,Nguyễn Nhật Ánh,Psychology,805,Truyện chữ,4.6,2019,Vietnam,105000,Low,Excellent,Trần Tâm,trantam27@gmail.com,Nam,2000-04-10 00:00:00,HCM,2022-12-09,3.1,15.0,26.0,25-35,3.0,3.0
3556.0,380,22,2023-10-06 00:00:00,2023-10-30,5.0,Đọc một lần là nhớ mãi,Đang đọc,26.0,Positive,6212.0,169.0,497.0,The Intelligent Investor,George Orwell,Fantasy,651,Truyện chữ,3.4,2016,UK,291000,High,Low,Trần Tâm,trantam27@gmail.com,Nam,2000-04-10 00:00:00,HCM,2022-12-09,3.1,15.0,26.0,25-35,3.0,3.0
3557.0,381,100,2024-06-17 00:00:00,2024-06-22,4.0,Recommend cho mọi người,Đã đọc xong,100.0,Positive,6213.0,307.0,749.0,Cô Đơn Trên Đại Dương,Victor Hugo,Self-help,307,Truyện chữ,4.3,2022,France,238000,Medium,Good,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3558.0,381,28,2024-05-01 00:00:00,2024-05-21,5.0,Rất hay,Đã đọc xong,98.0,Positive,6214.0,438.0,1279.0,Gone Girl,Alexandre Dumas,Manga,447,Truyện tranh,4.0,2018,Japan,257000,High,Good,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3559.0,381,95,2024-03-14 00:00:00,2024-03-26,5.0,Nội dung sâu sắc,Đã đọc xong,98.0,Positive,6215.0,782.0,1629.0,Radical Candor,Alexandre Dumas,History,798,Truyện tranh,4.5,2015,France,183000,Medium,Excellent,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3560.0,381,5,2025-08-28 00:00:00,2025-09-03,4.0,Nội dung sâu sắc,Đã đọc xong,100.0,Positive,6216.0,342.0,846.0,Think and Grow Rich,Napoleon Hill,Business,342,Truyện chữ,4.1,2013,USA,292000,High,Good,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3561.0,381,18,2025-05-18 00:00:00,2025-06-05,4.0,Đáng đọc,Đã đọc xong,99.0,Positive,6217.0,495.0,1070.0,Số Đỏ,Vũ Trọng Phụng,Classic,500,Truyện chữ,5.0,2024,Vietnam,155000,Medium,Excellent,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3562.0,381,77,2024-07-24 00:00:00,2024-07-27,1.0,Hơi chán,Chưa bắt đầu,2.0,Negative,6218.0,13.0,27.0,Mật Mã Da Vinci,George Orwell,Self-help,693,Truyện tranh,3.3,2024,UK,333000,High,Low,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3563.0,381,12,2025-03-02 00:00:00,2025-03-07,1.0,Không như kỳ vọng,Bỏ dở,23.0,Negative,6219.0,194.0,520.0,The Hobbit,J.R.R. Tolkien,Fantasy,846,Truyện chữ,4.4,2013,UK,197000,Medium,Good,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3564.0,381,47,2024-06-17 00:00:00,2024-07-16,4.0,Rất hay,Đã đọc xong,98.0,Positive,6220.0,262.0,670.0,Ba Chàng Lính Ngự Lâm,Ngô Tất Tố,Self-help,268,Truyện chữ,4.7,2024,Vietnam,85000,Low,Excellent,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3565.0,381,76,2024-05-02 00:00:00,2024-05-31,4.0,Hay hơn mong đợi,Đang đọc,64.0,Positive,6221.0,527.0,1018.0,Bố Già,J.K. Rowling,Romance,824,Truyện tranh,4.9,2012,UK,82000,Low,Excellent,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3566.0,381,52,2025-09-06 00:00:00,2025-09-13,2.0,Hơi khó đọc,Đang đọc,66.0,Negative,6222.0,188.0,363.0,Tình Yêu Thời Thổ Tả,Osamu Dazai,Classic,285,Truyện tranh,4.5,2023,Japan,134000,Medium,Excellent,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3567.0,381,89,2025-05-28 00:00:00,2025-06-07,2.0,Hơi khó đọc,Chưa bắt đầu,0.0,Negative,6223.0,0.0,0.0,Biển Rộng,Osamu Dazai,Self-help,204,Truyện tranh,3.3,2014,Japan,230000,Medium,Low,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3568.0,381,42,2025-05-25 00:00:00,2025-06-08,5.0,Đọc một lần là nhớ mãi,Chưa bắt đầu,0.0,Positive,6224.0,0.0,0.0,Nghệ Thuật Lãnh Đạo,Tô Hoài,Business,488,Truyện chữ,3.2,2020,Vietnam,138000,Medium,Low,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3569.0,381,87,2024-02-22 00:00:00,2024-02-28,4.0,Đọc một lần là nhớ mãi,Đang đọc,32.0,Positive,6225.0,238.0,518.0,Ngàn Mặt Trời Rực Rỡ,George Orwell,Self-help,746,Truyện tranh,4.9,2021,UK,230000,Medium,Excellent,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3570.0,381,22,2023-12-19 00:00:00,2024-01-10,2.0,Hơi khó đọc,Bỏ dở,31.0,Negative,6226.0,201.0,588.0,The Intelligent Investor,George Orwell,Fantasy,651,Truyện chữ,3.4,2016,UK,291000,High,Low,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3571.0,381,31,2023-08-16 00:00:00,2023-08-23,2.0,Ổn áp,Chưa bắt đầu,6.0,Negative,6227.0,22.0,38.0,Lịch Sử Loài Người,Natsume Soseki,Classic,383,Truyện chữ,4.5,2012,Japan,91000,Low,Excellent,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3572.0,381,24,2023-09-16 00:00:00,2023-09-23,1.0,Không như kỳ vọng,Bỏ dở,13.0,Negative,6228.0,116.0,220.0,Good to Great,Mark Twain,Classic,898,Truyện chữ,4.9,2024,USA,180000,Medium,Excellent,Lê Xuân,lexuan83@gmail.com,Nữ,2002-10-24 00:00:00,HCM,2023-08-15,4.5,32.0,24.0,18-25,16.0,16.0
3573.0,382,77,2025-06-15 00:00:00,2025-07-03,2.0,Không phù hợp với mình,Đã đọc xong,100.0,Negative,6229.0,693.0,1937.0,Mật Mã Da Vinci,George Orwell,Self-help,693,Truyện tranh,3.3,2024,UK,333000,High,Low,Trần Tâm,trantam53@gmail.com,Nam,2002-05-25 00:00:00,Đà Nẵng,2024-11-12,4.1,24.0,24.0,18-25,9.0,9.0
3574.0,382,6,2025-09-22 00:00:00,2025-09-27,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,100.0,Positive,6230.0,826.0,1388.0,Doraemon,Fujiko F. Fujio,Self-help,826,Truyện chữ,4.4,2021,Japan,341000,High,Good,Trần Tâm,trantam53@gmail.com,Nam,2002-05-25 00:00:00,Đà Nẵng,2024-11-12,4.1,24.0,24.0,18-25,9.0,9.0
3575.0,382,10,2025-04-11 00:00:00,2025-04-14,1.0,Bình thường,Bỏ dở,18.0,Negative,6231.0,120.0,191.0,Conan,Gosho Aoyama,Business,669,Truyện chữ,4.7,2023,Japan,175000,Medium,Excellent,Trần Tâm,trantam53@gmail.com,Nam,2002-05-25 00:00:00,Đà Nẵng,2024-11-12,4.1,24.0,24.0,18-25,9.0,9.0
3576.0,382,28,2025-04-16 00:00:00,2025-05-16,4.0,Nội dung sâu sắc,Đã đọc xong,97.0,Positive,6232.0,433.0,740.0,Gone Girl,Alexandre Dumas,Manga,447,Truyện tranh,4.0,2018,Japan,257000,High,Good,Trần Tâm,trantam53@gmail.com,Nam,2002-05-25 00:00:00,Đà Nẵng,2024-11-12,4.1,24.0,24.0,18-25,9.0,9.0
3577.0,382,100,2025-12-31 00:00:00,2025-12-31,5.0,Đọc một lần là nhớ mãi,Chưa bắt đầu,1.0,Positive,6233.0,3.0,5.0,Cô Đơn Trên Đại Dương,Victor Hugo,Self-help,307,Truyện chữ,4.3,2022,France,238000,Medium,Good,Trần Tâm,trantam53@gmail.com,Nam,2002-05-25 00:00:00,Đà Nẵng,2024-11-12,4.1,24.0,24.0,18-25,9.0,9.0
3578.0,382,64,2025-12-01 00:00:00,2025-12-08,4.0,Recommend cho mọi người,Đã đọc xong,95.0,Positive,6234.0,228.0,593.0,Lão Hạc,George Orwell,Self-help,240,Truyện chữ,4.0,2011,UK,89000,Low,Good,Trần Tâm,trantam53@gmail.com,Nam,2002-05-25 00:00:00,Đà Nẵng,2024-11-12,4.1,24.0,24.0,18-25,9.0,9.0
3579.0,382,62,2025-10-07 00:00:00,2025-10-22,3.0,Ổn,Chưa bắt đầu,10.0,Negative,6235.0,66.0,174.0,Tắt Đèn,J.K. Rowling,Manga,669,Truyện tranh,3.6,2020,Japan,291000,High,Average,Trần Tâm,trantam53@gmail.com,Nam,2002-05-25 00:00:00,Đà Nẵng,2024-11-12,4.1,24.0,24.0,18-25,9.0,9.0
3580.0,382,78,2025-10-05 00:00:00,2025-10-13,4.0,Nội dung sâu sắc,Đang đọc,48.0,Positive,6236.0,321.0,872.0,Thiên Thần Và Ác Quỷ,Haruki Murakami,History,670,Truyện chữ,4.4,2012,Japan,134000,Medium,Good,Trần Tâm,trantam53@gmail.com,Nam,2002-05-25 00:00:00,Đà Nẵng,2024-11-12,4.1,24.0,24.0,18-25,9.0,9.0
3581.0,382,30,2025-04-13 00:00:00,2025-05-05,5.0,Recommend cho mọi người,Đã đọc xong,96.0,Positive,6237.0,328.0,493.0,Big Little Lies,J.K. Rowling,History,342,Truyện chữ,4.9,2024,UK,90000,Low,Excellent,Trần Tâm,trantam53@gmail.com,Nam,2002-05-25 00:00:00,Đà Nẵng,2024-11-12,4.1,24.0,24.0,18-25,9.0,9.0
3582.0,383,49,2023-05-27 00:00:00,2023-06-25,3.0,Có vài điểm hay,Chưa bắt đầu,4.0,Neutral,6238.0,31.0,87.0,Madame Bovary,Dan Brown,Literature,786,Truyện chữ,4.8,2011,USA,260000,High,Excellent,Dương Việt,duongviet61@gmail.com,Nữ,2002-09-07 00:00:00,Đà Nẵng,2022-03-27,5.0,7.0,24.0,18-25,3.0,3.0
3583.0,383,50,2024-06-21 00:00:00,2024-07-09,5.0,Tuyệt vời,Đã đọc xong,99.0,Positive,6239.0,333.0,785.0,Germinal,Stephen King,Classic,337,Truyện chữ,3.9,2017,USA,282000,High,Average,Dương Việt,duongviet61@gmail.com,Nữ,2002-09-07 00:00:00,Đà Nẵng,2022-03-27,5.0,7.0,24.0,18-25,3.0,3.0
3584.0,383,10,2023-12-02 00:00:00,2023-12-20,1.0,Ổn áp,Bỏ dở,19.0,Negative,6240.0,127.0,366.0,Conan,Gosho Aoyama,Business,669,Truyện chữ,4.7,2023,Japan,175000,Medium,Excellent,Dương Việt,duongviet61@gmail.com,Nữ,2002-09-07 00:00:00,Đà Nẵng,2022-03-27,5.0,7.0,24.0,18-25,3.0,3.0
3585.0,384,53,2025-01-07 00:00:00,2025-01-19,2.0,Bình thường,Đang đọc,32.0,Negative,6241.0,184.0,301.0,Nhà Giả Kim 2,Jane Austen,Literature,576,Truyện tranh,4.1,2019,UK,175000,Medium,Good,Lý Bình,lybinh19@gmail.com,Nữ,1992-05-12 00:00:00,Cần Thơ,2023-09-02,4.7,6.0,34.0,25-35,7.0,7.0
3586.0,384,98,2024-05-25 00:00:00,2024-06-19,3.0,Đáng tham khảo,Bỏ dở,34.0,Neutral,6242.0,147.0,350.0,Tôi Thấy Hoa Vàng,Gustave Flaubert,Self-help,435,Truyện tranh,3.7,2012,France,214000,Medium,Average,Lý Bình,lybinh19@gmail.com,Nữ,1992-05-12 00:00:00,Cần Thơ,2023-09-02,4.7,6.0,34.0,25-35,7.0,7.0
3587.0,384,99,2024-07-22 00:00:00,2024-07-31,2.0,Không hay lắm,Đã đọc xong,100.0,Negative,6243.0,155.0,368.0,Bức Thư Gửi Em,Natsume Soseki,Manga,155,Truyện tranh,3.8,2021,Japan,101000,Low,Average,Lý Bình,lybinh19@gmail.com,Nữ,1992-05-12 00:00:00,Cần Thơ,2023-09-02,4.7,6.0,34.0,25-35,7.0,7.0
3588.0,384,94,2024-06-20 00:00:00,2024-06-30,4.0,Đọc một lần là nhớ mãi,Đang đọc,61.0,Positive,6244.0,99.0,162.0,Measure What Matters,Agatha Christie,Fantasy,163,Truyện tranh,3.7,2019,UK,198000,Medium,Average,Lý Bình,lybinh19@gmail.com,Nữ,1992-05-12 00:00:00,Cần Thơ,2023-09-02,4.7,6.0,34.0,25-35,7.0,7.0
3589.0,384,11,2024-03-18 00:00:00,2024-03-22,3.0,Đọc được,Bỏ dở,28.0,Positive,6245.0,126.0,207.0,Harry Potter,J.K. Rowling,Business,450,Truyện chữ,4.0,2021,UK,176000,Medium,Good,Lý Bình,lybinh19@gmail.com,Nữ,1992-05-12 00:00:00,Cần Thơ,2023-09-02,4.7,6.0,34.0,25-35,7.0,7.0
3590.0,384,52,2025-08-15 00:00:00,2025-09-04,1.0,Ổn áp,Đang đọc,35.0,Negative,6246.0,99.0,179.0,Tình Yêu Thời Thổ Tả,Osamu Dazai,Classic,285,Truyện tranh,4.5,2023,Japan,134000,Medium,Excellent,Lý Bình,lybinh19@gmail.com,Nữ,1992-05-12 00:00:00,Cần Thơ,2023-09-02,4.7,6.0,34.0,25-35,7.0,7.0
3591.0,384,92,2023-11-27 00:00:00,2023-12-10,3.0,Đáng tham khảo,Đã đọc xong,95.0,Negative,6247.0,771.0,1775.0,The Goal,Stephen King,Business,812,Truyện tranh,3.9,2018,USA,105000,Low,Average,Lý Bình,lybinh19@gmail.com,Nữ,1992-05-12 00:00:00,Cần Thơ,2023-09-02,4.7,6.0,34.0,25-35,7.0,7.0
3592.0,385,89,2022-09-28 00:00:00,2022-10-16,3.0,Đọc được,Bỏ dở,9.0,Negative,6248.0,18.0,28.0,Biển Rộng,Osamu Dazai,Self-help,204,Truyện tranh,3.3,2014,Japan,230000,Medium,Low,Dương Yến,duongyen33@gmail.com,Nam,1999-04-26 00:00:00,Đà Nẵng,2022-08-29,4.5,45.0,27.0,25-35,2.0,2.0
3593.0,385,17,2024-12-06 00:00:00,2024-12-29,3.0,Có vài điểm hay,Đang đọc,47.0,Positive,6249.0,269.0,710.0,Quê Hương Tuổi Thơ,Osamu Dazai,Fantasy,573,Truyện chữ,4.8,2012,Japan,185000,Medium,Excellent,Dương Yến,duongyen33@gmail.com,Nam,1999-04-26 00:00:00,Đà Nẵng,2022-08-29,4.5,45.0,27.0,25-35,2.0,2.0
3594.0,386,58,2025-12-31 00:00:00,2025-12-31,5.0,Tuyệt vời,Đã đọc xong,98.0,Positive,6250.0,581.0,1084.0,Essentialism,Ernest Hemingway,Self-help,593,Truyện tranh,4.5,2017,USA,282000,High,Excellent,Đỗ Thu,đothu60@gmail.com,Nữ,1996-03-20 00:00:00,Cần Thơ,2025-12-26,3.3,14.0,30.0,25-35,3.0,3.0
3595.0,386,88,2025-12-31 00:00:00,2025-12-31,3.0,Tạm ổn,Đã đọc xong,97.0,Neutral,6251.0,564.0,856.0,Và Núi Vang Vọng,J.K. Rowling,Self-help,582,Truyện chữ,4.1,2010,UK,156000,Medium,Good,Đỗ Thu,đothu60@gmail.com,Nữ,1996-03-20 00:00:00,Cần Thơ,2025-12-26,3.3,14.0,30.0,25-35,3.0,3.0
3596.0,386,76,2025-12-26 00:00:00,2025-12-30,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,95.0,Positive,6252.0,782.0,2198.0,Bố Già,J.K. Rowling,Romance,824,Truyện tranh,4.9,2012,UK,82000,Low,Excellent,Đỗ Thu,đothu60@gmail.com,Nữ,1996-03-20 00:00:00,Cần Thơ,2025-12-26,3.3,14.0,30.0,25-35,3.0,3.0
3597.0,387,91,2024-08-16 00:00:00,2024-09-03,3.0,Ổn,Đã đọc xong,97.0,Negative,6253.0,682.0,1602.0,Thinking in Systems,Nam Cao,Self-help,704,Truyện chữ,3.8,2017,Vietnam,198000,Medium,Average,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3598.0,387,45,2022-06-10 00:00:00,2022-06-16,4.0,Tuyệt vời,Chưa bắt đầu,6.0,Positive,6254.0,37.0,66.0,Mindset,Tô Hoài,Business,617,Truyện chữ,3.7,2010,Vietnam,172000,Medium,Average,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3599.0,387,92,2025-03-30 00:00:00,2025-04-06,3.0,Có vài điểm hay,Đã đọc xong,96.0,Positive,6255.0,779.0,1439.0,The Goal,Stephen King,Business,812,Truyện tranh,3.9,2018,USA,105000,Low,Average,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3600.0,387,3,2025-08-16 00:00:00,2025-08-23,3.0,Tạm ổn,Đã đọc xong,96.0,Negative,6256.0,436.0,1082.0,Sapiens,Yuval Noah Harari,Manga,455,Truyện tranh,4.4,2017,Israel,256000,High,Good,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3601.0,387,89,2022-11-13 00:00:00,2022-12-07,1.0,Hơi chán,Bỏ dở,7.0,Negative,6257.0,14.0,36.0,Biển Rộng,Osamu Dazai,Self-help,204,Truyện tranh,3.3,2014,Japan,230000,Medium,Low,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3602.0,387,44,2023-10-08 00:00:00,2023-10-28,5.0,Tuyệt vời,Đã đọc xong,96.0,Positive,6258.0,216.0,397.0,Sức Mạnh Hiện Tại,Ernest Hemingway,Business,226,Truyện tranh,4.5,2024,USA,201000,Medium,Excellent,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3603.0,387,18,2023-04-23 00:00:00,2023-05-07,5.0,Đáng đọc,Đã đọc xong,98.0,Positive,6259.0,490.0,1320.0,Số Đỏ,Vũ Trọng Phụng,Classic,500,Truyện chữ,5.0,2024,Vietnam,155000,Medium,Excellent,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3604.0,387,22,2023-03-22 00:00:00,2023-04-01,2.0,Hơi khó đọc,Bỏ dở,21.0,Negative,6260.0,136.0,342.0,The Intelligent Investor,George Orwell,Fantasy,651,Truyện chữ,3.4,2016,UK,291000,High,Low,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3605.0,387,39,2024-03-14 00:00:00,2024-03-21,5.0,Nội dung sâu sắc,Đã đọc xong,96.0,Positive,6261.0,421.0,1119.0,Wuthering Heights,Natsume Soseki,Literature,439,Truyện chữ,4.6,2017,UK,185000,Medium,Excellent,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3606.0,387,97,2024-01-02 00:00:00,2024-01-24,1.0,Nội dung yếu,Đang đọc,70.0,Negative,6262.0,228.0,432.0,Mắt Biếc,Nam Cao,Business,327,Truyện tranh,4.1,2016,Vietnam,305000,High,Good,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3607.0,387,13,2025-03-15 00:00:00,2025-03-31,2.0,Không hay lắm,Đang đọc,37.0,Negative,6263.0,171.0,443.0,Foundation,Dan Brown,Romance,464,Truyện chữ,4.6,2015,UK,217000,Medium,Excellent,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3608.0,387,40,2025-08-08 00:00:00,2025-08-22,5.0,Hay hơn mong đợi,Đã đọc xong,98.0,Positive,6264.0,410.0,999.0,Great Expectations,Agatha Christie,Self-help,419,Truyện tranh,5.0,2015,UK,235000,Medium,Excellent,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3609.0,387,20,2023-09-10 00:00:00,2023-09-21,3.0,Có vài điểm hay,Bỏ dở,40.0,Neutral,6265.0,318.0,561.0,Đất Rừng Phương Nam,Tô Hoài,Self-help,796,Truyện chữ,3.8,2010,Vietnam,317000,High,Average,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3610.0,387,4,2024-12-23 00:00:00,2025-01-21,5.0,Đáng đọc,Đã đọc xong,98.0,Positive,6266.0,424.0,848.0,Atomic Habits,James Clear,Classic,433,Truyện tranh,3.8,2014,USA,237000,Medium,Average,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
3611.0,387,54,2023-04-30 00:00:00,2023-05-15,3.0,Ổn,Chưa bắt đầu,6.0,Negative,6267.0,46.0,127.0,Ficciones,Nguyễn Nhật Ánh,Business,775,Truyện chữ,4.6,2019,Vietnam,149000,Medium,Excellent,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18 00:00:00,HCM,2022-05-02,3.3,46.0,35.0,25-35,15.0,15.0
